slug,question,fav_price,fav_won,pnl,volume,closed_time
highest-temperature-in-dallas-on-april-7-2026-76-77f,Will the highest temperature in Dallas be between 76-77°F on April 7?,0.92,True,0.07695652173913038,6915.310642,2026-04-08 08:49:39+00:00
highest-temperature-in-tel-aviv-on-april-10-2026-19c,Will the highest temperature in Tel Aviv be 19°C on April 10?,0.9205,True,0.07636610537751222,5118.270877000001,2026-04-10 09:47:33+00:00
highest-temperature-in-chengdu-on-april-5-2026-30corhigher,Will the highest temperature in Chengdu be 30°C or higher on April 5?,0.9225,True,0.07401084010840121,8931.063153999998,2026-04-05 23:26:47+00:00
highest-temperature-in-buenos-aires-on-april-9-2026-25corhigher,Will the highest temperature in Buenos Aires be 25°C or higher on April 9?,0.9245,True,0.07166576527852887,6594.582976999998,2026-04-10 05:49:43+00:00
highest-temperature-in-austin-on-april-6-2026-66-67f,Will the highest temperature in Austin be between 66-67°F on April 6?,0.9245,True,0.07166576527852887,5074.323308000003,2026-04-06 19:16:35+00:00
highest-temperature-in-buenos-aires-on-april-15-2026-26c,Will the highest temperature in Buenos Aires be 26°C on April 15?,0.925,True,0.07108108108108092,8764.827700999997,2026-04-16 05:35:44+00:00
uel-not-por1-2026-04-16-spread-home-2pt5,Spread: Nottingham Forest FC (-2.5),0.925,True,0.07108108108108092,7801.3322920000055,2026-04-17 00:11:20+00:00
highest-temperature-in-amsterdam-on-april-11-2026-20c,Will the highest temperature in Amsterdam be 20°C on April 11?,0.925,True,0.07108108108108092,6133.228968000002,2026-04-12 00:38:21+00:00
highest-temperature-in-san-francisco-on-april-11-2026-66forhigher,Will the highest temperature in San Francisco be 66°F or higher on April 11?,0.925,True,0.07108108108108092,6075.504464999997,2026-04-12 10:44:59+00:00
aapl-up-or-down-on-april-8-2026,Apple (AAPL) Up or Down on April 8?,0.925,True,0.07108108108108092,9110.361013,2026-04-11 13:15:07+00:00
highest-temperature-in-milan-on-april-10-2026-25corhigher,Will the highest temperature in Milan be 25°C or higher on April 10?,0.925,True,0.07108108108108092,9989.244189999994,2026-04-11 00:55:35+00:00
lal-elc-val-2026-04-11-spread-home-2pt5,Spread: Elche CF (-2.5),0.925,True,0.07108108108108092,6418.741824000001,2026-04-11 20:13:09+00:00
highest-temperature-in-los-angeles-on-april-8-2026-64-65f,Will the highest temperature in Los Angeles be between 64-65°F on April 8?,0.925,True,0.07108108108108092,5054.521592,2026-04-08 20:19:25+00:00
highest-temperature-in-singapore-on-april-12-2026-34c,Will the highest temperature in Singapore be 34°C on April 12?,0.925,True,0.07108108108108092,6919.638529000001,2026-04-12 18:55:45+00:00
mex-pue-leo-2026-04-10-spread-away-2pt5,Spread: Club León FC (-2.5),0.925,True,0.07108108108108092,6254.329846999997,2026-04-11 05:32:07+00:00
will-dualshot-recorder-be-1-paid-app-in-the-us-apple-app-store-on-april-7,Will DualShot Recorder be #1 Paid App in the US Apple App Store on April 7?,0.925,True,0.07108108108108092,9366.891870000005,2026-04-07 19:22:55+00:00
ucl-atm1-fcb1-2026-04-14-exact-score-0-2,Exact Score: Club Atlético de Madrid 0 - 2 FC Barcelona?,0.925,True,0.07108108108108092,8426.308013,2026-04-15 00:35:32+00:00
highest-temperature-in-toronto-on-april-6-2026-3c,Will the highest temperature in Toronto be 3°C on April 6?,0.925,True,0.07108108108108092,5979.405907999999,2026-04-06 18:44:33+00:00
xrp-above-1pt4-on-april-6,Will the price of XRP be above $1.40 on April 6?,0.925,True,0.07108108108108092,9077.285264999999,2026-04-06 18:08:19+00:00
will-trust-me-the-false-prophet-be-the-top-us-netflix-show-this-week,"Will ""Trust Me: The False Prophet"" be the top US Netflix show this week?",0.925,True,0.07108108108108092,8598.199419999995,2026-04-14 21:06:10+00:00
highest-temperature-in-wuhan-on-april-13-2026-25c,Will the highest temperature in Wuhan be 25°C on April 13?,0.925,True,0.07108108108108092,9397.329387000003,2026-04-13 19:29:21+00:00
highest-temperature-in-beijing-on-april-11-2026-29c,Will the highest temperature in Beijing be 29°C on April 11?,0.925,True,0.07108108108108092,8420.008431999999,2026-04-11 20:06:21+00:00
highest-temperature-in-austin-on-april-7-2026-78-79f,Will the highest temperature in Austin be between 78-79°F on April 7?,0.928,True,0.0675862068965516,8032.008642000003,2026-04-08 08:48:43+00:00
highest-temperature-in-san-francisco-on-april-5-2026-70-71f,Will the highest temperature in San Francisco be between 70-71°F on April 5?,0.929,True,0.06642626480086113,7677.374174000001,2026-04-06 00:11:35+00:00
ucl-rma1-bay1-2026-04-07-exact-score-2-1,Exact Score: Real Madrid CF 2 - 1 FC Bayern München?,0.9299999999999999,True,0.06526881720430124,8676.984105999996,2026-04-08 00:17:23+00:00
highest-temperature-in-paris-on-april-9-2026-20c,Will the highest temperature in Paris be 20°C on April 9?,0.9299999999999999,True,0.06526881720430124,6813.616955000001,2026-04-09 12:46:07+00:00
ucl-rma1-bay1-2026-04-07-exact-score-2-2,Exact Score: Real Madrid CF 2 - 2 FC Bayern München?,0.9299999999999999,True,0.06526881720430124,6050.638241999998,2026-04-08 00:17:23+00:00
highest-temperature-in-lucknow-on-april-6-2026-35c,Will the highest temperature in Lucknow be 35°C on April 6?,0.9299999999999999,True,0.06526881720430124,6140.436770000005,2026-04-07 01:09:59+00:00
highest-temperature-in-milan-on-april-6-2026-21c,Will the highest temperature in Milan be 21°C on April 6?,0.9299999999999999,True,0.06526881720430124,6507.657087000004,2026-04-06 15:35:21+00:00
highest-temperature-in-chongqing-on-april-11-2026-26c,Will the highest temperature in Chongqing be 26°C on April 11?,0.9299999999999999,True,0.06526881720430124,6898.891791000001,2026-04-11 20:10:43+00:00
highest-temperature-in-ankara-on-april-9-2026-12c,Will the highest temperature in Ankara be 12°C on April 9?,0.9299999999999999,True,0.06526881720430124,7175.065398000001,2026-04-10 00:59:29+00:00
highest-temperature-in-amsterdam-on-april-13-2026-17c,Will the highest temperature in Amsterdam be 17°C on April 13?,0.9305,True,0.06469102632993008,6385.949480000001,2026-04-14 01:41:51+00:00
highest-temperature-in-nyc-on-april-6-2026-60-61f,Will the highest temperature in New York City be between 60-61°F on April 6?,0.9305,True,0.06469102632993008,6877.035406000001,2026-04-07 07:16:13+00:00
highest-temperature-in-miami-on-april-14-2026-86-87f,Will the highest temperature in Miami be between 86-87°F on April 14?,0.9305,True,0.06469102632993008,5539.106522,2026-04-15 07:07:04+00:00
highest-temperature-in-chongqing-on-april-13-2026-18c,Will the highest temperature in Chongqing be 18°C on April 13?,0.9305,True,0.06469102632993008,9653.157061,2026-04-12 19:08:55+00:00
highest-temperature-in-mexico-city-on-april-13-2026-23c,Will the highest temperature in Mexico City be 23°C on April 13?,0.9315,True,0.0635373054213635,7339.209887000002,2026-04-13 22:47:33+00:00
highest-temperature-in-warsaw-on-april-9-2026-6c,Will the highest temperature in Warsaw be 6°C on April 9?,0.9345,True,0.060090957731407275,7379.422870000001,2026-04-09 12:14:37+00:00
ucl-bay1-rma1-2026-04-15-exact-score-3-0,Exact Score: FC Bayern München 3 - 0 Real Madrid CF?,0.935,True,0.05951871657753994,5285.309538999998,2026-04-16 04:33:36+00:00
highest-temperature-in-wuhan-on-april-13-2026-20c,Will the highest temperature in Wuhan be 20°C on April 13?,0.935,True,0.05951871657753994,7188.817294999998,2026-04-13 08:15:35+00:00
highest-temperature-in-wellington-on-april-9-2026-17c,Will the highest temperature in Wellington be 17°C on April 9?,0.935,True,0.05951871657753994,7972.135541,2026-04-08 16:59:15+00:00
highest-temperature-in-los-angeles-on-april-7-2026-76-77f,Will the highest temperature in Los Angeles be between 76-77°F on April 7?,0.935,True,0.05951871657753994,7437.6207650000015,2026-04-08 10:03:45+00:00
highest-temperature-in-taipei-on-april-6-2026-23c,Will the highest temperature in Taipei be 23°C on April 6?,0.935,True,0.05951871657753994,6023.364783,2026-04-06 04:47:47+00:00
highest-temperature-in-istanbul-on-april-5-2026-17c,Will the highest temperature in Istanbul be 17°C on April 5?,0.935,True,0.05951871657753994,5544.377462000001,2026-04-05 23:34:41+00:00
highest-temperature-in-miami-on-april-10-2026-84-85f,Will the highest temperature in Miami be between 84-85°F on April 10?,0.935,True,0.05951871657753994,7061.35477,2026-04-11 07:35:03+00:00
ere-twe-vol-2026-04-10-vol,Will FC Volendam win on 2026-04-10?,0.935,True,0.05951871657753994,8400.80558,2026-04-11 00:08:31+00:00
spl-dam-qad-2026-04-09-spread-home-1pt5,Spread: Damac Saudi Club (-1.5),0.935,True,0.05951871657753994,8194.197036000001,2026-04-09 21:52:57+00:00
highest-temperature-in-los-angeles-on-april-6-2026-64-65f,Will the highest temperature in Los Angeles be between 64-65°F on April 6?,0.935,True,0.05951871657753994,7672.967103999999,2026-04-06 20:13:57+00:00
highest-temperature-in-austin-on-april-5-2026-74forhigher,Will the highest temperature in Austin be 74°F or higher on April 5?,0.935,True,0.05951871657753994,6491.270182000004,2026-04-06 08:43:03+00:00
highest-temperature-in-chicago-on-april-6-2026-44-45f,Will the highest temperature in Chicago be between 44-45°F on April 6?,0.935,True,0.05951871657753994,8791.265013999999,2026-04-06 09:17:39+00:00
highest-temperature-in-shenzhen-on-april-7-2026-32corhigher,Will the highest temperature in Shenzhen be 32°C or higher on April 7?,0.935,True,0.05951871657753994,8852.838566,2026-04-07 20:19:31+00:00
will-the-price-of-solana-be-between-70-80-on-april-13,Will the price of Solana be between $70 and $80 on April 13?,0.935,True,0.05951871657753994,5009.015653000001,2026-04-13 19:13:21+00:00
highest-temperature-in-chongqing-on-april-13-2026-24corhigher,Will the highest temperature in Chongqing be 24°C or higher on April 13?,0.935,True,0.05951871657753994,5064.958819999999,2026-04-13 19:35:39+00:00
will-jd-vance-say-trump-during-meetings-with-orbn,"Will JD Vance say ""Trump"" during meetings with Orbán?",0.935,True,0.05951871657753994,7185.597193000003,2026-04-07 18:34:37+00:00
highest-temperature-in-sao-paulo-on-april-12-2026-29c,Will the highest temperature in Sao Paulo be 29°C on April 12?,0.935,True,0.05951871657753994,7863.835157000008,2026-04-13 06:25:45+00:00
highest-temperature-in-hong-kong-on-april-8-2026-29corhigher,Will the highest temperature in Hong Kong be 29°C or higher on April 8?,0.935,True,0.05951871657753994,8662.879209000004,2026-04-09 05:48:27+00:00
highest-temperature-in-sao-paulo-on-april-9-2026-23c,Will the highest temperature in Sao Paulo be 23°C on April 9?,0.935,True,0.05951871657753994,9306.157418,2026-04-09 14:41:31+00:00
highest-temperature-in-moscow-on-april-13-2026-10c,Will the highest temperature in Moscow be 10°C on April 13?,0.935,True,0.05951871657753994,7736.362405,2026-04-13 13:04:37+00:00
highest-temperature-in-beijing-on-april-13-2026-17c,Will the highest temperature in Beijing be 17°C on April 13?,0.935,True,0.05951871657753994,9199.173452,2026-04-12 21:01:13+00:00
ucl-psg1-liv1-2026-04-08-exact-score-3-1,Exact Score: Paris Saint-Germain FC 3 - 1 Liverpool FC?,0.935,True,0.05951871657753994,9338.488859999998,2026-04-08 23:50:35+00:00
highest-temperature-in-shanghai-on-april-12-2026-22c,Will the highest temperature in Shanghai be 22°C on April 12?,0.935,True,0.05951871657753994,8851.127941000006,2026-04-12 19:05:01+00:00
will-the-total-number-of-tsa-passengers-for-april-3-be-less-than-3000000,"Will the total number of TSA passengers for April 3 be less than 3,000,000?",0.9365,True,0.05780565936999472,5450.483309000004,2026-04-06 12:40:15+00:00
highest-temperature-in-toronto-on-april-6-2026-2c,Will the highest temperature in Toronto be 2°C on April 6?,0.937,True,0.05723585912486651,7752.729264000002,2026-04-06 18:52:23+00:00
will-the-price-of-ethereum-be-between-2300-2400-on-april-9,"Will the price of Ethereum be between $2,300 and $2,400 on April 9?",0.9375,True,0.05666666666666665,9142.918207,2026-04-09 19:42:53+00:00
will-aek-athens-reach-the-uefa-europa-conference-league-final,Will AEK Athens reach the UEFA Europa Conference League semifinal?,0.9385,True,0.055530101225359514,5450.820269999999,2026-04-17 00:07:12+00:00
itsb-cat-mod-2026-03-17-spread-home-2pt5,Spread: US Catanzaro 1929 (-2.5),0.9390000000000001,True,0.05496272630457933,8955.750392,2026-04-15 05:09:04+00:00
highest-temperature-in-toronto-on-april-6-2026-10corhigher,Will the highest temperature in Toronto be 10°C or higher on April 6?,0.9390000000000001,True,0.05496272630457933,7074.271367999996,2026-04-07 06:49:59+00:00
highest-temperature-in-san-francisco-on-april-8-2026-74forhigher,Will the highest temperature in San Francisco be 74°F or higher on April 8?,0.9395,True,0.0543959552953699,9486.431218000002,2026-04-09 10:21:31+00:00
highest-temperature-in-madrid-on-april-15-2026-28corhigher,Will the highest temperature in Madrid be 28°C or higher on April 15?,0.94,True,0.05382978723404253,5317.034437999999,2026-04-16 05:42:38+00:00
highest-temperature-in-tel-aviv-on-april-13-2026-25c,Will the highest temperature in Tel Aviv be 25°C on April 13?,0.94,True,0.05382978723404253,5601.017091000001,2026-04-14 00:49:21+00:00
lib-gua1-flu-2026-04-07-spread-home-2pt5,Spread: Deportivo La Guaira FC (-2.5),0.94,True,0.05382978723404253,6038.963751999999,2026-04-08 02:46:53+00:00
highest-temperature-in-munich-on-april-7-2026-14c,Will the highest temperature in Munich be 14°C on April 7?,0.94,True,0.05382978723404253,6970.880324999999,2026-04-07 13:27:33+00:00
highest-temperature-in-panama-city-on-april-6-2026-38corhigher,Will the highest temperature in Panama City be 38°C or higher on April 6?,0.94,True,0.05382978723404253,8511.596954999999,2026-04-07 07:28:57+00:00
highest-temperature-in-wellington-on-april-13-2026-16c,Will the highest temperature in Wellington be 16°C on April 13?,0.94,True,0.05382978723404253,9047.755796000001,2026-04-12 16:35:35+00:00
uel-bol-ast4-2026-04-09-spread-away-2pt5,Spread: Aston Villa FC (-2.5),0.94,True,0.05382978723404253,7133.306952999999,2026-04-10 00:20:55+00:00
highest-temperature-in-beijing-on-april-8-2026-24c,Will the highest temperature in Beijing be 24°C on April 8?,0.94,True,0.05382978723404253,8775.830004000003,2026-04-08 19:00:51+00:00
highest-temperature-in-busan-on-april-12-2026-23c,Will the highest temperature in Busan be 23°C on April 12?,0.94,True,0.05382978723404253,8196.659549,2026-04-12 17:52:15+00:00
highest-temperature-in-chongqing-on-april-9-2026-30c,Will the highest temperature in Chongqing be 30°C on April 9?,0.94,True,0.05382978723404253,8473.634813,2026-04-09 19:58:51+00:00
highest-temperature-in-san-francisco-on-april-11-2026-64-65f,Will the highest temperature in San Francisco be between 64-65°F on April 11?,0.94,True,0.05382978723404253,9766.660293999998,2026-04-12 10:45:01+00:00
chi-qin-tie-2026-04-11-spread-away-2pt5,Spread: Liaoning Tieren FC (-2.5),0.94,True,0.05382978723404253,9061.054058999996,2026-04-11 17:09:05+00:00
highest-temperature-in-tel-aviv-on-april-10-2026-24c,Will the highest temperature in Tel Aviv be 24°C on April 10?,0.94,True,0.05382978723404253,8922.606863,2026-04-10 23:56:23+00:00
highest-temperature-in-chongqing-on-april-10-2026-30c,Will the highest temperature in Chongqing be 30°C on April 10?,0.94,True,0.05382978723404253,9359.154062000001,2026-04-10 19:24:45+00:00
tur-fen-bes-2026-04-05-spread-home-2pt5,Spread: Fenerbahçe SK (-2.5),0.94,True,0.05382978723404253,9169.860214999997,2026-04-05 21:44:01+00:00
trump-announces-attorney-general-pick-by-april-10-2026,"Trump announces Attorney General pick by April 10, 2026?",0.94,True,0.05382978723404253,8917.441408000002,2026-04-11 06:36:29+00:00
highest-temperature-in-buenos-aires-on-april-5-2026-23c,Will the highest temperature in Buenos Aires be 23°C on April 5?,0.94,True,0.05382978723404253,6622.128381999996,2026-04-06 06:06:07+00:00
highest-temperature-in-shenzhen-on-april-6-2026-25c,Will the highest temperature in Shenzhen be 25°C on April 6?,0.94,True,0.05382978723404253,5453.743294000001,2026-04-06 05:22:07+00:00
highest-temperature-in-milan-on-april-11-2026-19c,Will the highest temperature in Milan be 19°C on April 11?,0.9405,True,0.05326422115895802,7709.723535999999,2026-04-11 15:04:21+00:00
highest-temperature-in-houston-on-april-7-2026-80-81f,Will the highest temperature in Houston be between 80-81°F on April 7?,0.9405,True,0.05326422115895802,5817.278933000004,2026-04-08 08:48:45+00:00
will-jon-rothstein-tweet-this-is-march-6170-times-during-march-madness,"Will Jon Rothstein tweet ""This is March"" 61–70 times during March Madness?",0.942,True,0.051571125265392766,5346.852367,2026-04-07 11:53:15+00:00
will-ren-yahuasi-calamani-win-the-2026-la-paz-gubernatorial-election-682,Will René Yahuasi Calamani win the 2026 La Paz gubernatorial election?,0.9425,True,0.0510079575596818,7559.8037650000015,2026-04-12 17:27:59+00:00
highest-temperature-in-tokyo-on-april-7-2026-16c,Will the highest temperature in Tokyo be 16°C on April 7?,0.943,True,0.0504453870625663,9069.243327,2026-04-06 18:40:07+00:00
highest-temperature-in-madrid-on-april-10-2026-32corhigher,Will the highest temperature in Madrid be 32°C or higher on April 10?,0.9435,True,0.04988341282458931,8435.425671000005,2026-04-11 00:47:59+00:00
highest-temperature-in-denver-on-april-8-2026-56forhigher,Will the highest temperature in Denver be 56°F or higher on April 8?,0.944,True,0.04932203389830515,8223.773409000003,2026-04-08 19:24:51+00:00
highest-temperature-in-singapore-on-april-10-2026-30c,Will the highest temperature in Singapore be 30°C on April 10?,0.944,True,0.04932203389830515,9905.960037,2026-04-10 05:24:33+00:00
highest-temperature-in-austin-on-april-6-2026-78-79f,Will the highest temperature in Austin be between 78-79°F on April 6?,0.944,True,0.04932203389830515,5271.992615000001,2026-04-07 08:35:09+00:00
highest-temperature-in-tokyo-on-april-7-2026-15c,Will the highest temperature in Tokyo be 15°C on April 7?,0.9445,True,0.04876124933827431,5726.199761000002,2026-04-06 18:43:33+00:00
highest-temperature-in-atlanta-on-april-10-2026-84-85f,Will the highest temperature in Atlanta be between 84-85°F on April 10?,0.9445,True,0.04876124933827431,7974.781413000002,2026-04-11 07:33:03+00:00
epl-cry-new-2026-04-12-spread-home-2pt5,Spread: Crystal Palace FC (-2.5),0.945,True,0.04820105820105836,6532.47714,2026-04-12 17:41:07+00:00
khamenei-of-tweets-april-3-april-10-2026-60plus,"Will Khamenei post 60+ posts from April 3 to April 10, 2026?",0.945,True,0.04820105820105836,5522.7921,2026-04-10 19:03:47+00:00
highest-temperature-in-moscow-on-april-5-2026-13c,Will the highest temperature in Moscow be 13°C on April 5?,0.945,True,0.04820105820105836,7599.6209869999975,2026-04-06 01:20:13+00:00
highest-temperature-in-toronto-on-april-9-2026-15c,Will the highest temperature in Toronto be 15°C on April 9?,0.945,True,0.04820105820105836,7624.293708999998,2026-04-09 18:22:55+00:00
highest-temperature-in-miami-on-april-12-2026-84-85f,Will the highest temperature in Miami be between 84-85°F on April 12?,0.945,True,0.04820105820105836,8611.409281000004,2026-04-13 08:49:01+00:00
highest-temperature-in-ankara-on-april-10-2026-5c,Will the highest temperature in Ankara be 5°C on April 10?,0.945,True,0.04820105820105836,8065.491049999997,2026-04-10 12:49:37+00:00
sud-juv-cie-2026-04-09-spread-away-2pt5,Spread: CS Cienciano (-2.5),0.945,True,0.04820105820105836,6298.5375669999985,2026-04-10 02:43:59+00:00
highest-temperature-in-madrid-on-april-12-2026-10corbelow,Will the highest temperature in Madrid be 10°C or below on April 12?,0.945,True,0.04820105820105836,8184.764125,2026-04-12 00:32:35+00:00
highest-temperature-in-chongqing-on-april-11-2026-25c,Will the highest temperature in Chongqing be 25°C on April 11?,0.945,True,0.04820105820105836,8130.167813999995,2026-04-11 20:11:53+00:00
highest-temperature-in-istanbul-on-april-5-2026-16c,Will the highest temperature in Istanbul be 16°C on April 5?,0.945,True,0.04820105820105836,5514.993284000003,2026-04-05 23:34:43+00:00
will-madison-airs-market-cap-be-less-than-12pt0b-at-market-close-on-ipo-day,Will Madison Air’s market cap be less than $12.0B at market close on IPO day?,0.945,True,0.04820105820105836,5613.358182000001,2026-04-17 02:01:32+00:00
highest-temperature-in-chicago-on-april-7-2026-44-45f,Will the highest temperature in Chicago be between 44-45°F on April 7?,0.945,True,0.04820105820105836,7922.9742590000005,2026-04-08 08:46:35+00:00
highest-temperature-in-sao-paulo-on-april-7-2026-32c,Will the highest temperature in Sao Paulo be 32°C on April 7?,0.945,True,0.04820105820105836,5035.594594000003,2026-04-08 06:27:57+00:00
ucl-psg1-liv1-2026-04-08-exact-score-3-0,Exact Score: Paris Saint-Germain FC 3 - 0 Liverpool FC?,0.945,True,0.04820105820105836,8948.920241000002,2026-04-08 23:48:25+00:00
highest-temperature-in-kuala-lumpur-on-april-8-2026-36c,Will the highest temperature in Kuala Lumpur be 36°C on April 8?,0.945,True,0.04820105820105836,7626.931344000004,2026-04-08 19:09:01+00:00
ucl-liv1-psg1-2026-04-14-exact-score-2-0,Exact Score: Liverpool FC 2 - 0 Paris Saint-Germain FC?,0.945,True,0.04820105820105836,7263.594578,2026-04-15 00:29:22+00:00
ucl-bay1-rma1-2026-04-15-exact-score-3-2,Exact Score: FC Bayern München 3 - 2 Real Madrid CF?,0.945,True,0.04820105820105836,9280.399976999997,2026-04-16 03:50:48+00:00
highest-temperature-in-atlanta-on-april-12-2026-78-79f,Will the highest temperature in Atlanta be between 78-79°F on April 12?,0.9455,True,0.047641459545214156,5062.557510000001,2026-04-12 18:38:23+00:00
will-kateryna-lagno-win-the-2026-fide-womens-candidates-tournament,Will Kateryna Lagno win the 2026 FIDE Women's Candidates Tournament?,0.9455,True,0.047641459545214156,8579.317765,2026-04-15 17:57:50+00:00
highest-temperature-in-tel-aviv-on-april-6-2026-19c,Will the highest temperature in Tel Aviv be 19°C on April 6?,0.946,True,0.04708245243128962,5150.131881999998,2026-04-06 09:19:43+00:00
highest-temperature-in-milan-on-april-9-2026-19c,Will the highest temperature in Milan be 19°C on April 9?,0.9465,True,0.046524035921817315,5449.986994000008,2026-04-09 13:30:35+00:00
epl-sun-tot-2026-04-12-spread-home-2pt5,Spread: Sunderland AFC (-2.5),0.947,True,0.04596620908130956,8904.533881000003,2026-04-12 17:51:45+00:00
highest-temperature-in-moscow-on-april-11-2026-4c,Will the highest temperature in Moscow be 4°C on April 11?,0.948,True,0.04485232067510548,9856.826423999997,2026-04-11 13:10:13+00:00
highest-temperature-in-warsaw-on-april-11-2026-15c,Will the highest temperature in Warsaw be 15°C on April 11?,0.9485,True,0.04429625724828679,5196.798468000002,2026-04-12 00:26:35+00:00
highest-temperature-in-singapore-on-april-8-2026-30c,Will the highest temperature in Singapore be 30°C on April 8?,0.949,True,0.043740779768177036,8858.311350999998,2026-04-08 06:23:45+00:00
highest-temperature-in-sao-paulo-on-april-6-2026-30c,Will the highest temperature in Sao Paulo be 30°C on April 6?,0.95,True,0.04263157894736836,9766.462757000003,2026-04-07 05:46:55+00:00
highest-temperature-in-toronto-on-april-6-2026-9c,Will the highest temperature in Toronto be 9°C on April 6?,0.95,True,0.04263157894736836,8644.327239999999,2026-04-07 06:48:59+00:00
highest-temperature-in-istanbul-on-april-9-2026-16c,Will the highest temperature in Istanbul be 16°C on April 9?,0.95,True,0.04263157894736836,8056.717166000003,2026-04-10 01:02:31+00:00
highest-temperature-in-ankara-on-april-10-2026-3c,Will the highest temperature in Ankara be 3°C on April 10?,0.95,True,0.04263157894736836,6814.668989,2026-04-10 09:49:35+00:00
spl-nsr-ett-2026-04-24-spread-away-1pt5,Spread: Al Ettifaq Saudi Club (-1.5),0.95,True,0.04263157894736836,5685.090249999999,2026-04-16 07:15:36+00:00
highest-temperature-in-warsaw-on-april-7-2026-8c,Will the highest temperature in Warsaw be 8°C on April 7?,0.95,True,0.04263157894736836,7621.5830270000015,2026-04-07 13:33:45+00:00
highest-temperature-in-ankara-on-april-11-2026-5c,Will the highest temperature in Ankara be 5°C on April 11?,0.95,True,0.04263157894736836,5836.709524000001,2026-04-11 10:30:01+00:00
highest-temperature-in-sao-paulo-on-april-10-2026-27c,Will the highest temperature in Sao Paulo be 27°C on April 10?,0.951,True,0.04152471083070464,5077.090559000001,2026-04-11 05:37:15+00:00
highest-temperature-in-tokyo-on-april-12-2026-18c,Will the highest temperature in Tokyo be 18°C on April 12?,0.9515,True,0.04097214923804527,9446.804168999997,2026-04-12 05:32:33+00:00
tur-fen-riz-2026-04-17-spread-away-2pt5,Spread: Çaykur Rizespor (-2.5),0.9515,True,0.04097214923804527,5343.558366,2026-04-17 22:34:54+00:00
highest-temperature-in-istanbul-on-april-11-2026-15corhigher,Will the highest temperature in Istanbul be 15°C or higher on April 11?,0.953,True,0.03931794333683115,7920.810550000004,2026-04-12 00:11:31+00:00
highest-temperature-in-buenos-aires-on-april-6-2026-16c,Will the highest temperature in Buenos Aires be 16°C on April 6?,0.953,True,0.03931794333683115,6361.711306000004,2026-04-06 18:54:21+00:00
meta-above-520-on-april-10-2026,Will Meta (META) finish week of April 6 above $520?,0.953,True,0.03931794333683115,5870.713,2026-04-10 22:07:41+00:00
highest-temperature-in-seattle-on-april-8-2026-52-53f,Will the highest temperature in Seattle be between 52-53°F on April 8?,0.9535,True,0.03876769795490299,5130.9193620000015,2026-04-08 21:57:43+00:00
highest-temperature-in-miami-on-april-9-2026-84-85f,Will the highest temperature in Miami be between 84-85°F on April 9?,0.9535,True,0.03876769795490299,9024.06956600001,2026-04-10 07:26:11+00:00
highest-temperature-in-seattle-on-april-15-2026-54-55f,Will the highest temperature in Seattle be between 54-55°F on April 15?,0.9535,True,0.03876769795490299,5434.967235000003,2026-04-16 10:15:18+00:00
bun-lei-moe-2026-04-11-spread-away-1pt5,Spread: Borussia Mönchengladbach (-1.5),0.954,True,0.03821802935010488,5641.515875999999,2026-04-11 18:35:01+00:00
sea-sas-com-2026-04-17-spread-home-2pt5,Spread: US Sassuolo Calcio (-2.5),0.954,True,0.03821802935010488,5472.117051000001,2026-04-17 20:33:22+00:00
highest-temperature-in-istanbul-on-april-7-2026-19corhigher,Will the highest temperature in Istanbul be 19°C or higher on April 7?,0.954,True,0.03821802935010488,5510.319158000002,2026-04-08 00:47:55+00:00
over-10m-committed-to-the-fluent-public-sale,Over $10M committed to the Fluent public sale?,0.954,True,0.03821802935010488,8150.626799999999,2026-04-13 22:26:35+00:00
highest-temperature-in-wuhan-on-april-13-2026-19c,Will the highest temperature in Wuhan be 19°C on April 13?,0.9545,True,0.03766893661602922,5575.0623000000005,2026-04-13 06:28:47+00:00
highest-temperature-in-taipei-on-april-9-2026-34c,Will the highest temperature in Taipei be 34°C on April 9?,0.9545,True,0.03766893661602922,7731.0462929999985,2026-04-09 20:09:43+00:00
highest-temperature-in-denver-on-april-15-2026-72-73f,Will the highest temperature in Denver be between 72-73°F on April 15?,0.9545,True,0.03766893661602922,6032.829151000001,2026-04-16 12:15:14+00:00
highest-temperature-in-istanbul-on-april-11-2026-14c,Will the highest temperature in Istanbul be 14°C on April 11?,0.955,True,0.03712041884816753,5666.460962000001,2026-04-12 00:11:27+00:00
highest-temperature-in-kuala-lumpur-on-april-9-2026-36corhigher,Will the highest temperature in Kuala Lumpur be 36°C or higher on April 9?,0.955,True,0.03712041884816753,7917.328673000001,2026-04-09 20:02:39+00:00
highest-temperature-in-houston-on-april-10-2026-70-71f,Will the highest temperature in Houston be between 70-71°F on April 10?,0.955,True,0.03712041884816753,7177.470357999999,2026-04-10 08:18:05+00:00
highest-temperature-in-toronto-on-april-9-2026-14c,Will the highest temperature in Toronto be 14°C on April 9?,0.955,True,0.03712041884816753,6562.217544999997,2026-04-09 18:22:31+00:00
highest-temperature-in-munich-on-april-9-2026-12c,Will the highest temperature in Munich be 12°C on April 9?,0.955,True,0.03712041884816753,8114.232898000003,2026-04-09 13:25:23+00:00
sea-nap-mil-2026-04-06-spread-home-2pt5,Spread: SSC Napoli (-2.5),0.955,True,0.03712041884816753,7364.5193,2026-04-06 23:34:37+00:00
ucl-rma1-bay1-2026-04-07-exact-score-3-1,Exact Score: Real Madrid CF 3 - 1 FC Bayern München?,0.955,True,0.03712041884816753,5567.793375,2026-04-08 00:17:35+00:00
